Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Longitude,Latitude
2022,113,110691,108118,Melbourne (CBD),The Corner Larder,"Stall 33-35, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Queen Vic Deli,"Stall 36-38, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110695,108118,Melbourne (CBD),Vic Market Stalls Shed I,Shed I Queen Victoria Market Therry Street MELBOURNE VIC 3000,4122,Fruit and Vegetable Retailing,144.9576272223,-37.80783257422127
2022,125,103292,103292,Melbourne (CBD),City Mart,516 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.96018647435,-37.80670866351882
2022,131,103978,111287,Docklands,WTC Express,"Shop 7, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",4111,Convenience Store,144.9537825432986,-37.8225810113
2022,206,106134,106134,Carlton,The Original Lolly Store,267 Lygon Street CARLTON VIC 3053,4129,Other Specialised Food Retailing,144.96688492322434,-37.79920312765
2022,218,106205,106205,Carlton,DOC Delicatessen,330 Lygon Street CARLTON VIC 3053,4129,Other Specialised Food Retailing,144.96748376871662,-37.7992631858
2022,218,106222,106222,Carlton,EzyMart,Part Ground 272 Lygon Street CARLTON VIC 3053,4111,Convenience Store,144.96724408945,-37.80052682305912
2022,232,106944,106944,Carlton,Al Dente Sapori,Part 161-163 Nicholson Street CARLTON VIC 3053,4129,Other Specialised Food Retailing,144.97480120489553,-37.7963886722
2022,246,106098,106098,Carlton,7 Eleven,161 Lygon Street CARLTON VIC 3053,4111,Convenience Store,144.96648211908808,-37.8019105177
2022,255,109366,109366,Carlton,Yahveh Asian Grocery,600 Swanston Street CARLTON VIC 3053,4110,Supermarket and Grocery Stores,144.96394524391638,-37.80276992985
2022,260,103262,103262,Carlton,Royal Xpress Mini Mart Plus Liquor,690 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.9582450128438,-37.8021910988
2022,261,103278,103278,Carlton,Kt Mart,Ground & Part Level 1 594 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.9591349965303,-37.8044164118
2022,1109,627658,627658,Docklands,Urban Hub Food & Liquor New Quay,4 Marmion Place DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.94219063235386,-37.8134322335
2022,1110,593729,593729,Docklands,Woolworths,"Shop 5-7, Ground 90 Waterfront Way DOCKLANDS VIC 3008",4110,Supermarket and Grocery Stores,144.93944449055613,-37.81215075265
2022,1110,593729,593729,Docklands,The Butcher Club,"Shop 3-4, Ground 90 Waterfront Way DOCKLANDS VIC 3008",4121,"Fresh Meat, Fish and Poultry Retailing",144.93944449055613,-37.81215075265
2022,1110,593729,593729,Docklands,Dan Murphy's,"Shop 9, Ground 90 Waterfront Way DOCKLANDS VIC 3008",4110,Supermarket and Grocery Stores,144.93944449055613,-37.81215075265
2022,2392,617402,617402,North Melbourne,Melrose Convenience Store,39 Melrose Street NORTH MELBOURNE VIC 3051,4111,Convenience Store,144.9414035963,-37.79501732425005
2022,2524,615983,615983,Kensington,Juicy Fruits Kensington,492 Macaulay Road KENSINGTON VIC 3031,4122,Fruit and Vegetable Retailing,144.9296680037,-37.79412622379253
2022,2538,616156,616156,Kensington,Adore Estate Coffee,40 Stubbs Street KENSINGTON VIC 3031,3609,Other Grocery Wholesaling,144.93519173586924,-37.79045306815
2022,2539,614668,614668,Kensington,Fruit Master Australia,74-80 Stubbs Street KENSINGTON VIC 3031,3605,Fruit and Vegetable Wholesaling,144.93527484161493,-37.79156106325
2022,2544,615428,615428,Kensington,Rumble Coffee Roasters,8 Thompson Street KENSINGTON VIC 3031,3609,Other Grocery Wholesaling,144.93443866439998,-37.79233549849109
2022,35,103323,103323,Melbourne (CBD),Great Earth Super Discount Health Shop,90 Elizabeth Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.96420673062835,-37.8158025536
2022,35,105920,105920,Melbourne (CBD),T2,269 Little Collins Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.96554203515,-37.81485413623069
2022,35,109267,109267,Melbourne (CBD),Koko Black,"Shop 2, Ground 220 Collins Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9661030243,-37.81529690772045
2022,43,108068,108068,Melbourne (CBD),Ezymart Queen Street,Ground & Part Level 2 123 Queen Street MELBOURNE VIC 3000,4111,Convenience Store,144.96063602022025,-37.81581228435
